 frequency       onoise_spectrum inoise_spectrum
 1.33352143e+05  9.17515270e-08  3.07474825e-08 
 1.37246096e+05  8.59057331e-08  3.10609981e-08 
 1.41253754e+05  8.04458300e-08  3.13987858e-08 
 1.45378439e+05  7.53493165e-08  3.17624940e-08 
 1.49623566e+05  7.05945603e-08  3.21538861e-08 
 1.53992653e+05  6.61608181e-08  3.25748462e-08 
 1.58489319e+05  6.20282470e-08  3.30273857e-08 
 1.63117291e+05  5.81779086e-08  3.35136502e-08 
 1.67880402e+05  5.45917667e-08  3.40359262e-08 
 1.72782598e+05  5.12526794e-08  3.45966479e-08 
 1.77827941e+05  4.81443854e-08  3.51984043e-08 
 1.83020611e+05  4.52514878e-08  3.58439469e-08 
 1.88364909e+05  4.25594327e-08  3.65361964e-08 
 1.93865264e+05  4.00544862e-08  3.72782509e-08 
 1.99526231e+05  3.77237086e-08  3.80733936e-08 
 2.05352503e+05  3.55549269e-08  3.89251008e-08 
 2.11348904e+05  3.35367060e-08  3.98370506e-08 
 2.17520403e+05  3.16583195e-08  4.08131317e-08 
 2.23872114e+05  2.99097187e-08  4.18574529e-08 
 2.30409298e+05  2.82815030e-08  4.29743526e-08 
 2.37137371e+05  2.67648887e-08  4.41684101e-08 
 2.44061907e+05  2.53516791e-08  4.54444562e-08 
 2.51188643e+05  2.40342347e-08  4.68075860e-08 
 2.58523484e+05  2.28054430e-08  4.82631718e-08 
 2.66072506e+05  2.16586907e-08  4.98168772e-08 
 2.73841963e+05  2.05878347e-08  5.14746729e-08 
 2.81838293e+05  1.95871754e-08  5.32428528e-08 
 2.90068120e+05  1.86514300e-08  5.51280528e-08 
 2.98538262e+05  1.77757069e-08  5.71372694e-08 
 3.07255737e+05  1.69554811e-08  5.92778816e-08 
 3.16227766e+05  1.61865707e-08  6.15576731e-08 
 3.25461783e+05  1.54651141e-08  6.39848569e-08 
 3.34965439e+05  1.47875482e-08  6.65681014e-08 
 3.44746607e+05  1.41505881e-08  6.93165585e-08 
 3.54813389e+05  1.35512073e-08  7.22398937e-08 
 3.65174127e+05  1.29866190e-08  7.53483183e-08 
