 time            v(vin)          v(b1_base)      v(b1_emitter)   v(b1_collector) v(b1_out)      
 2.25628000e-03  2.50099922e+00  1.13020430e+00  3.36437552e-01  3.36135935e+00  3.36135935e+00 
 2.25728000e-03  2.50099895e+00  1.13020401e+00  3.36437293e-01  3.36136061e+00  3.36136061e+00 
 2.25828000e-03  2.50099865e+00  1.13020369e+00  3.36436997e-01  3.36136205e+00  3.36136205e+00 
 2.25928000e-03  2.50099830e+00  1.13020333e+00  3.36436664e-01  3.36136367e+00  3.36136367e+00 
 2.26028000e-03  2.50099791e+00  1.13020293e+00  3.36436296e-01  3.36136546e+00  3.36136546e+00 
 2.26128000e-03  2.50099749e+00  1.13020249e+00  3.36435891e-01  3.36136743e+00  3.36136743e+00 
 2.26228000e-03  2.50099702e+00  1.13020201e+00  3.36435449e-01  3.36136958e+00  3.36136958e+00 
 2.26328000e-03  2.50099652e+00  1.13020149e+00  3.36434972e-01  3.36137190e+00  3.36137190e+00 
 2.26428000e-03  2.50099598e+00  1.13020094e+00  3.36434458e-01  3.36137440e+00  3.36137440e+00 
 2.26528000e-03  2.50099539e+00  1.13020034e+00  3.36433908e-01  3.36137707e+00  3.36137707e+00 
 2.26628000e-03  2.50099477e+00  1.13019970e+00  3.36433322e-01  3.36137992e+00  3.36137992e+00 
 2.26728000e-03  2.50099411e+00  1.13019903e+00  3.36432700e-01  3.36138295e+00  3.36138295e+00 
 2.26828000e-03  2.50099341e+00  1.13019831e+00  3.36432041e-01  3.36138615e+00  3.36138615e+00 
 2.26928000e-03  2.50099267e+00  1.13019756e+00  3.36431347e-01  3.36138953e+00  3.36138953e+00 
 2.27028000e-03  2.50099189e+00  1.13019677e+00  3.36430616e-01  3.36139309e+00  3.36139309e+00 
 2.27128000e-03  2.50099107e+00  1.13019594e+00  3.36429849e-01  3.36139682e+00  3.36139682e+00 
 2.27228000e-03  2.50099022e+00  1.13019506e+00  3.36429046e-01  3.36140072e+00  3.36140072e+00 
 2.27328000e-03  2.50098932e+00  1.13019415e+00  3.36428207e-01  3.36140480e+00  3.36140480e+00 
 2.27428000e-03  2.50098839e+00  1.13019320e+00  3.36427332e-01  3.36140906e+00  3.36140906e+00 
 2.27528000e-03  2.50098741e+00  1.13019222e+00  3.36426422e-01  3.36141349e+00  3.36141349e+00 
 2.27628000e-03  2.50098640e+00  1.13019119e+00  3.36425475e-01  3.36141810e+00  3.36141810e+00 
 2.27728000e-03  2.50098535e+00  1.13019012e+00  3.36424492e-01  3.36142288e+00  3.36142288e+00 
 2.27828000e-03  2.50098425e+00  1.13018902e+00  3.36423474e-01  3.36142783e+00  3.36142783e+00 
 2.27928000e-03  2.50098312e+00  1.13018787e+00  3.36422420e-01  3.36143296e+00  3.36143296e+00 
 2.28028000e-03  2.50098196e+00  1.13018669e+00  3.36421330e-01  3.36143826e+00  3.36143826e+00 
 2.28128000e-03  2.50098075e+00  1.13018547e+00  3.36420204e-01  3.36144374e+00  3.36144374e+00 
 2.28228000e-03  2.50097950e+00  1.13018421e+00  3.36419043e-01  3.36144938e+00  3.36144938e+00 
 2.28328000e-03  2.50097822e+00  1.13018291e+00  3.36417846e-01  3.36145521e+00  3.36145521e+00 
 2.28428000e-03  2.50097689e+00  1.13018157e+00  3.36416614e-01  3.36146120e+00  3.36146120e+00 
 2.28528000e-03  2.50097553e+00  1.13018020e+00  3.36415346e-01  3.36146737e+00  3.36146737e+00 
 2.28628000e-03  2.50097413e+00  1.13017878e+00  3.36414042e-01  3.36147371e+00  3.36147371e+00 
 2.28728000e-03  2.50097269e+00  1.13017733e+00  3.36412703e-01  3.36148023e+00  3.36148023e+00 
 2.28828000e-03  2.50097121e+00  1.13017584e+00  3.36411329e-01  3.36148691e+00  3.36148691e+00 
 2.28928000e-03  2.50096970e+00  1.13017431e+00  3.36409919e-01  3.36149377e+00  3.36149377e+00 
 2.29028000e-03  2.50096814e+00  1.13017274e+00  3.36408475e-01  3.36150080e+00  3.36150080e+00 
 2.29128000e-03  2.50096655e+00  1.13017113e+00  3.36406995e-01  3.36150800e+00  3.36150800e+00 
 2.29228000e-03  2.50096492e+00  1.13016949e+00  3.36405480e-01  3.36151537e+00  3.36151537e+00 
 2.29328000e-03  2.50096325e+00  1.13016781e+00  3.36403929e-01  3.36152291e+00  3.36152291e+00 
 2.29428000e-03  2.50096155e+00  1.13016609e+00  3.36402344e-01  3.36153062e+00  3.36153062e+00 
 2.29528000e-03  2.50095980e+00  1.13016433e+00  3.36400724e-01  3.36153850e+00  3.36153850e+00 
 2.29628000e-03  2.50095802e+00  1.13016253e+00  3.36399069e-01  3.36154656e+00  3.36154656e+00 
 2.29728000e-03  2.50095620e+00  1.13016070e+00  3.36397379e-01  3.36155478e+00  3.36155478e+00 
 2.29828000e-03  2.50095434e+00  1.13015883e+00  3.36395654e-01  3.36156317e+00  3.36156317e+00 
 2.29928000e-03  2.50095244e+00  1.13015692e+00  3.36393895e-01  3.36157173e+00  3.36157173e+00 
 2.30028000e-03  2.50095051e+00  1.13015497e+00  3.36392101e-01  3.36158045e+00  3.36158045e+00 
 2.30128000e-03  2.50094854e+00  1.13015299e+00  3.36390272e-01  3.36158935e+00  3.36158935e+00 
 2.30228000e-03  2.50094653e+00  1.13015096e+00  3.36388409e-01  3.36159841e+00  3.36159841e+00 
 2.30328000e-03  2.50094449e+00  1.13014891e+00  3.36386512e-01  3.36160764e+00  3.36160764e+00 
 2.30428000e-03  2.50094240e+00  1.13014681e+00  3.36384580e-01  3.36161704e+00  3.36161704e+00 
 2.30528000e-03  2.50094028e+00  1.13014468e+00  3.36382614e-01  3.36162661e+00  3.36162661e+00 
 2.30628000e-03  2.50093813e+00  1.13014250e+00  3.36380614e-01  3.36163634e+00  3.36163634e+00 
 2.30728000e-03  2.50093593e+00  1.13014030e+00  3.36378579e-01  3.36164623e+00  3.36164623e+00 
 2.30828000e-03  2.50093370e+00  1.13013805e+00  3.36376511e-01  3.36165629e+00  3.36165629e+00 
 2.30928000e-03  2.50093143e+00  1.13013577e+00  3.36374409e-01  3.36166652e+00  3.36166652e+00 
 2.31028000e-03  2.50092913e+00  1.13013345e+00  3.36372273e-01  3.36167691e+00  3.36167691e+00 
 2.31128000e-03  2.50092679e+00  1.13013110e+00  3.36370103e-01  3.36168747e+00  3.36168747e+00 
 2.31228000e-03  2.50092441e+00  1.13012871e+00  3.36367899e-01  3.36169819e+00  3.36169819e+00 
 2.31328000e-03  2.50092199e+00  1.13012628e+00  3.36365662e-01  3.36170907e+00  3.36170907e+00 
 2.31428000e-03  2.50091954e+00  1.13012381e+00  3.36363391e-01  3.36172012e+00  3.36172012e+00 
 2.31528000e-03  2.50091705e+00  1.13012131e+00  3.36361087e-01  3.36173133e+00  3.36173133e+00 
 2.31628000e-03  2.50091453e+00  1.13011878e+00  3.36358750e-01  3.36174270e+00  3.36174270e+00 
 2.31728000e-03  2.50091197e+00  1.13011620e+00  3.36356379e-01  3.36175423e+00  3.36175423e+00 
 2.31828000e-03  2.50090938e+00  1.13011360e+00  3.36353976e-01  3.36176593e+00  3.36176593e+00 
 2.31928000e-03  2.50090674e+00  1.13011095e+00  3.36351539e-01  3.36177778e+00  3.36177778e+00 
 2.32028000e-03  2.50090408e+00  1.13010827e+00  3.36349069e-01  3.36178980e+00  3.36178980e+00 
 2.32128000e-03  2.50090137e+00  1.13010556e+00  3.36346566e-01  3.36180197e+00  3.36180197e+00 
 2.32228000e-03  2.50089863e+00  1.13010280e+00  3.36344031e-01  3.36181431e+00  3.36181431e+00 
 2.32328000e-03  2.50089586e+00  1.13010002e+00  3.36341463e-01  3.36182680e+00  3.36182680e+00 
 2.32428000e-03  2.50089305e+00  1.13009720e+00  3.36338862e-01  3.36183945e+00  3.36183945e+00 
 2.32528000e-03  2.50089021e+00  1.13009434e+00  3.36336229e-01  3.36185226e+00  3.36185226e+00 
 2.32628000e-03  2.50088733e+00  1.13009145e+00  3.36333564e-01  3.36186523e+00  3.36186523e+00 
 2.32728000e-03  2.50088441e+00  1.13008852e+00  3.36330866e-01  3.36187835e+00  3.36187835e+00 
 2.32828000e-03  2.50088146e+00  1.13008556e+00  3.36328137e-01  3.36189163e+00  3.36189163e+00 
 2.32928000e-03  2.50087848e+00  1.13008256e+00  3.36325375e-01  3.36190507e+00  3.36190507e+00 
 2.33028000e-03  2.50087546e+00  1.13007953e+00  3.36322581e-01  3.36191866e+00  3.36191866e+00 
 2.33128000e-03  2.50087240e+00  1.13007646e+00  3.36319756e-01  3.36193240e+00  3.36193240e+00 
 2.33228000e-03  2.50086932e+00  1.13007336e+00  3.36316899e-01  3.36194630e+00  3.36194630e+00 
 2.33328000e-03  2.50086619e+00  1.13007022e+00  3.36314010e-01  3.36196036e+00  3.36196036e+00 
 2.33428000e-03  2.50086304e+00  1.13006706e+00  3.36311090e-01  3.36197456e+00  3.36197456e+00 
 2.33528000e-03  2.50085985e+00  1.13006385e+00  3.36308138e-01  3.36198892e+00  3.36198892e+00 
 2.33628000e-03  2.50085662e+00  1.13006061e+00  3.36305155e-01  3.36200344e+00  3.36200344e+00 
 2.33728000e-03  2.50085336e+00  1.13005734e+00  3.36302141e-01  3.36201810e+00  3.36201810e+00 
 2.33828000e-03  2.50085007e+00  1.13005404e+00  3.36299096e-01  3.36203291e+00  3.36203291e+00 
 2.33928000e-03  2.50084674e+00  1.13005070e+00  3.36296021e-01  3.36204787e+00  3.36204787e+00 
 2.34028000e-03  2.50084338e+00  1.13004733e+00  3.36292914e-01  3.36206299e+00  3.36206299e+00 
 2.34128000e-03  2.50083999e+00  1.13004393e+00  3.36289777e-01  3.36207825e+00  3.36207825e+00 
 2.34228000e-03  2.50083657e+00  1.13004049e+00  3.36286609e-01  3.36209366e+00  3.36209366e+00 
 2.34328000e-03  2.50083311e+00  1.13003702e+00  3.36283411e-01  3.36210922e+00  3.36210922e+00 
 2.34428000e-03  2.50082961e+00  1.13003351e+00  3.36280183e-01  3.36212493e+00  3.36212493e+00 
 2.34528000e-03  2.50082609e+00  1.13002998e+00  3.36276924e-01  3.36214078e+00  3.36214078e+00 
 2.34628000e-03  2.50082253e+00  1.13002641e+00  3.36273636e-01  3.36215678e+00  3.36215678e+00 
 2.34728000e-03  2.50081894e+00  1.13002281e+00  3.36270317e-01  3.36217292e+00  3.36217292e+00 
 2.34828000e-03  2.50081532e+00  1.13001917e+00  3.36266969e-01  3.36218921e+00  3.36218921e+00 
 2.34928000e-03  2.50081167e+00  1.13001551e+00  3.36263592e-01  3.36220564e+00  3.36220564e+00 
 2.35028000e-03  2.50080798e+00  1.13001181e+00  3.36260184e-01  3.36222222e+00  3.36222222e+00 
 2.35128000e-03  2.50080426e+00  1.13000808e+00  3.36256748e-01  3.36223894e+00  3.36223894e+00 
 2.35228000e-03  2.50080051e+00  1.13000432e+00  3.36253282e-01  3.36225580e+00  3.36225580e+00 
 2.35328000e-03  2.50079673e+00  1.13000053e+00  3.36249787e-01  3.36227280e+00  3.36227280e+00 
 2.35428000e-03  2.50079292e+00  1.12999670e+00  3.36246264e-01  3.36228994e+00  3.36228994e+00 
 2.35528000e-03  2.50078908e+00  1.12999285e+00  3.36242711e-01  3.36230722e+00  3.36230722e+00 
 2.35628000e-03  2.50078520e+00  1.12998896e+00  3.36239130e-01  3.36232465e+00  3.36232465e+00 
 2.35728000e-03  2.50078129e+00  1.12998504e+00  3.36235520e-01  3.36234221e+00  3.36234221e+00 
 2.35828000e-03  2.50077736e+00  1.12998110e+00  3.36231882e-01  3.36235991e+00  3.36235991e+00 
 2.35928000e-03  2.50077339e+00  1.12997712e+00  3.36228216e-01  3.36237774e+00  3.36237774e+00 
 2.36028000e-03  2.50076939e+00  1.12997311e+00  3.36224522e-01  3.36239571e+00  3.36239571e+00 
 2.36128000e-03  2.50076536e+00  1.12996907e+00  3.36220799e-01  3.36241382e+00  3.36241382e+00 
 2.36228000e-03  2.50076130e+00  1.12996500e+00  3.36217049e-01  3.36243207e+00  3.36243207e+00 
 2.36328000e-03  2.50075721e+00  1.12996090e+00  3.36213272e-01  3.36245045e+00  3.36245045e+00 
 2.36428000e-03  2.50075310e+00  1.12995677e+00  3.36209466e-01  3.36246896e+00  3.36246896e+00 
 2.36528000e-03  2.50074895e+00  1.12995261e+00  3.36205634e-01  3.36248760e+00  3.36248760e+00 
 2.36628000e-03  2.50074477e+00  1.12994842e+00  3.36201774e-01  3.36250638e+00  3.36250638e+00 
 2.36728000e-03  2.50074056e+00  1.12994420e+00  3.36197887e-01  3.36252529e+00  3.36252529e+00 
 2.36828000e-03  2.50073632e+00  1.12993996e+00  3.36193974e-01  3.36254433e+00  3.36254433e+00 
 2.36928000e-03  2.50073206e+00  1.12993568e+00  3.36190033e-01  3.36256350e+00  3.36256350e+00 
 2.37028000e-03  2.50072776e+00  1.12993137e+00  3.36186067e-01  3.36258280e+00  3.36258280e+00 
 2.37128000e-03  2.50072344e+00  1.12992704e+00  3.36182073e-01  3.36260223e+00  3.36260223e+00 
 2.37228000e-03  2.50071909e+00  1.12992268e+00  3.36178054e-01  3.36262178e+00  3.36262178e+00 
 2.37328000e-03  2.50071471e+00  1.12991829e+00  3.36174008e-01  3.36264146e+00  3.36264146e+00 
 2.37428000e-03  2.50071030e+00  1.12991387e+00  3.36169936e-01  3.36266127e+00  3.36266127e+00 
 2.37528000e-03  2.50070586e+00  1.12990942e+00  3.36165839e-01  3.36268121e+00  3.36268121e+00 
 2.37628000e-03  2.50070140e+00  1.12990495e+00  3.36161716e-01  3.36270126e+00  3.36270126e+00 
 2.37728000e-03  2.50069690e+00  1.12990044e+00  3.36157567e-01  3.36272145e+00  3.36272145e+00 
 2.37828000e-03  2.50069238e+00  1.12989591e+00  3.36153394e-01  3.36274175e+00  3.36274175e+00 
 2.37928000e-03  2.50068784e+00  1.12989136e+00  3.36149195e-01  3.36276218e+00  3.36276218e+00 
 2.38028000e-03  2.50068326e+00  1.12988677e+00  3.36144971e-01  3.36278273e+00  3.36278273e+00 
 2.38128000e-03  2.50067866e+00  1.12988216e+00  3.36140722e-01  3.36280340e+00  3.36280340e+00 
 2.38228000e-03  2.50067403e+00  1.12987753e+00  3.36136449e-01  3.36282419e+00  3.36282419e+00 
 2.38328000e-03  2.50066938e+00  1.12987286e+00  3.36132151e-01  3.36284510e+00  3.36284510e+00 
 2.38428000e-03  2.50066470e+00  1.12986817e+00  3.36127829e-01  3.36286612e+00  3.36286612e+00 
 2.38528000e-03  2.50065999e+00  1.12986345e+00  3.36123483e-01  3.36288727e+00  3.36288727e+00 
 2.38628000e-03  2.50065526e+00  1.12985871e+00  3.36119113e-01  3.36290853e+00  3.36290853e+00 
 2.38728000e-03  2.50065050e+00  1.12985394e+00  3.36114720e-01  3.36292990e+00  3.36292990e+00 
 2.38828000e-03  2.50064571e+00  1.12984915e+00  3.36110302e-01  3.36295139e+00  3.36295139e+00 
 2.38928000e-03  2.50064090e+00  1.12984433e+00  3.36105861e-01  3.36297300e+00  3.36297300e+00 
 2.39028000e-03  2.50063607e+00  1.12983948e+00  3.36101397e-01  3.36299471e+00  3.36299471e+00 
 2.39128000e-03  2.50063121e+00  1.12983461e+00  3.36096910e-01  3.36301654e+00  3.36301654e+00 
 2.39228000e-03  2.50062632e+00  1.12982972e+00  3.36092400e-01  3.36303849e+00  3.36303849e+00 
 2.39328000e-03  2.50062141e+00  1.12982480e+00  3.36087867e-01  3.36306054e+00  3.36306054e+00 
 2.39428000e-03  2.50061648e+00  1.12981986e+00  3.36083312e-01  3.36308270e+00  3.36308270e+00 
 2.39528000e-03  2.50061152e+00  1.12981489e+00  3.36078734e-01  3.36310497e+00  3.36310497e+00 
 2.39628000e-03  2.50060653e+00  1.12980990e+00  3.36074135e-01  3.36312735e+00  3.36312735e+00 
 2.39728000e-03  2.50060153e+00  1.12980488e+00  3.36069513e-01  3.36314983e+00  3.36314983e+00 
 2.39828000e-03  2.50059649e+00  1.12979984e+00  3.36064869e-01  3.36317242e+00  3.36317242e+00 
 2.39928000e-03  2.50059144e+00  1.12979478e+00  3.36060204e-01  3.36319512e+00  3.36319512e+00 
 2.40028000e-03  2.50058636e+00  1.12978969e+00  3.36055517e-01  3.36321792e+00  3.36321792e+00 
 2.40128000e-03  2.50058126e+00  1.12978458e+00  3.36050809e-01  3.36324083e+00  3.36324083e+00 
 2.40228000e-03  2.50057614e+00  1.12977945e+00  3.36046080e-01  3.36326383e+00  3.36326383e+00 
 2.40328000e-03  2.50057099e+00  1.12977429e+00  3.36041330e-01  3.36328694e+00  3.36328694e+00 
 2.40428000e-03  2.50056582e+00  1.12976912e+00  3.36036560e-01  3.36331015e+00  3.36331015e+00 
 2.40528000e-03  2.50056063e+00  1.12976392e+00  3.36031769e-01  3.36333346e+00  3.36333346e+00 
 2.40628000e-03  2.50055541e+00  1.12975870e+00  3.36026957e-01  3.36335687e+00  3.36335687e+00 
 2.40728000e-03  2.50055018e+00  1.12975345e+00  3.36022126e-01  3.36338037e+00  3.36338037e+00 
 2.40828000e-03  2.50054492e+00  1.12974819e+00  3.36017274e-01  3.36340397e+00  3.36340397e+00 
 2.40928000e-03  2.50053964e+00  1.12974290e+00  3.36012403e-01  3.36342767e+00  3.36342767e+00 
 2.41028000e-03  2.50053434e+00  1.12973759e+00  3.36007512e-01  3.36345147e+00  3.36345147e+00 
 2.41128000e-03  2.50052902e+00  1.12973226e+00  3.36002602e-01  3.36347536e+00  3.36347536e+00 
 2.41228000e-03  2.50052368e+00  1.12972691e+00  3.35997673e-01  3.36349934e+00  3.36349934e+00 
 2.41328000e-03  2.50051831e+00  1.12972154e+00  3.35992725e-01  3.36352341e+00  3.36352341e+00 
 2.41428000e-03  2.50051293e+00  1.12971615e+00  3.35987758e-01  3.36354758e+00  3.36354758e+00 
 2.41528000e-03  2.50050753e+00  1.12971074e+00  3.35982772e-01  3.36357183e+00  3.36357183e+00 
 2.41628000e-03  2.50050210e+00  1.12970531e+00  3.35977768e-01  3.36359618e+00  3.36359618e+00 
 2.41728000e-03  2.50049666e+00  1.12969986e+00  3.35972746e-01  3.36362061e+00  3.36362061e+00 
 2.41828000e-03  2.50049120e+00  1.12969439e+00  3.35967705e-01  3.36364513e+00  3.36364513e+00 
 2.41928000e-03  2.50048571e+00  1.12968890e+00  3.35962647e-01  3.36366974e+00  3.36366974e+00 
 2.42028000e-03  2.50048021e+00  1.12968339e+00  3.35957572e-01  3.36369443e+00  3.36369443e+00 
 2.42128000e-03  2.50047469e+00  1.12967786e+00  3.35952479e-01  3.36371921e+00  3.36371921e+00 
 2.42228000e-03  2.50046915e+00  1.12967232e+00  3.35947369e-01  3.36374407e+00  3.36374407e+00 
 2.42328000e-03  2.50046359e+00  1.12966675e+00  3.35942242e-01  3.36376901e+00  3.36376901e+00 
 2.42428000e-03  2.50045802e+00  1.12966117e+00  3.35937098e-01  3.36379404e+00  3.36379404e+00 
 2.42528000e-03  2.50045242e+00  1.12965557e+00  3.35931937e-01  3.36381914e+00  3.36381914e+00 
 2.42628000e-03  2.50044681e+00  1.12964995e+00  3.35926760e-01  3.36384433e+00  3.36384433e+00 
 2.42728000e-03  2.50044118e+00  1.12964431e+00  3.35921567e-01  3.36386959e+00  3.36386959e+00 
 2.42828000e-03  2.50043553e+00  1.12963866e+00  3.35916358e-01  3.36389494e+00  3.36389494e+00 
 2.42928000e-03  2.50042987e+00  1.12963299e+00  3.35911133e-01  3.36392035e+00  3.36392035e+00 
 2.43028000e-03  2.50042419e+00  1.12962730e+00  3.35905893e-01  3.36394585e+00  3.36394585e+00 
 2.43128000e-03  2.50041849e+00  1.12962160e+00  3.35900637e-01  3.36397142e+00  3.36397142e+00 
 2.43228000e-03  2.50041277e+00  1.12961588e+00  3.35895366e-01  3.36399706e+00  3.36399706e+00 
 2.43328000e-03  2.50040704e+00  1.12961014e+00  3.35890081e-01  3.36402278e+00  3.36402278e+00 
 2.43428000e-03  2.50040130e+00  1.12960439e+00  3.35884780e-01  3.36404856e+00  3.36404856e+00 
 2.43528000e-03  2.50039553e+00  1.12959862e+00  3.35879465e-01  3.36407442e+00  3.36407442e+00 
 2.43628000e-03  2.50038975e+00  1.12959283e+00  3.35874136e-01  3.36410035e+00  3.36410035e+00 
 2.43728000e-03  2.50038396e+00  1.12958704e+00  3.35868792e-01  3.36412635e+00  3.36412635e+00 
 2.43828000e-03  2.50037815e+00  1.12958122e+00  3.35863435e-01  3.36415241e+00  3.36415241e+00 
 2.43928000e-03  2.50037233e+00  1.12957539e+00  3.35858064e-01  3.36417854e+00  3.36417854e+00 
 2.44028000e-03  2.50036649e+00  1.12956955e+00  3.35852680e-01  3.36420473e+00  3.36420473e+00 
 2.44128000e-03  2.50036064e+00  1.12956369e+00  3.35847282e-01  3.36423099e+00  3.36423099e+00 
 2.44228000e-03  2.50035477e+00  1.12955782e+00  3.35841871e-01  3.36425732e+00  3.36425732e+00 
 2.44328000e-03  2.50034889e+00  1.12955193e+00  3.35836448e-01  3.36428370e+00  3.36428370e+00 
 2.44428000e-03  2.50034299e+00  1.12954603e+00  3.35831012e-01  3.36431015e+00  3.36431015e+00 
 2.44528000e-03  2.50033708e+00  1.12954012e+00  3.35825563e-01  3.36433666e+00  3.36433666e+00 
 2.44628000e-03  2.50033116e+00  1.12953419e+00  3.35820102e-01  3.36436322e+00  3.36436322e+00 
 2.44728000e-03  2.50032522e+00  1.12952825e+00  3.35814630e-01  3.36438985e+00  3.36438985e+00 
 2.44828000e-03  2.50031928e+00  1.12952230e+00  3.35809145e-01  3.36441653e+00  3.36441653e+00 
 2.44928000e-03  2.50031332e+00  1.12951633e+00  3.35803649e-01  3.36444327e+00  3.36444327e+00 
 2.45028000e-03  2.50030734e+00  1.12951035e+00  3.35798142e-01  3.36447006e+00  3.36447006e+00 
 2.45128000e-03  2.50030136e+00  1.12950437e+00  3.35792624e-01  3.36449691e+00  3.36449691e+00 
 2.45228000e-03  2.50029536e+00  1.12949836e+00  3.35787095e-01  3.36452381e+00  3.36452381e+00 
 2.45328000e-03  2.50028935e+00  1.12949235e+00  3.35781555e-01  3.36455076e+00  3.36455076e+00 
 2.45428000e-03  2.50028333e+00  1.12948633e+00  3.35776004e-01  3.36457776e+00  3.36457776e+00 
 2.45528000e-03  2.50027730e+00  1.12948029e+00  3.35770444e-01  3.36460482e+00  3.36460482e+00 
 2.45628000e-03  2.50027126e+00  1.12947425e+00  3.35764873e-01  3.36463192e+00  3.36463192e+00 
 2.45728000e-03  2.50026521e+00  1.12946819e+00  3.35759293e-01  3.36465907e+00  3.36465907e+00 
 2.45828000e-03  2.50025914e+00  1.12946212e+00  3.35753703e-01  3.36468626e+00  3.36468626e+00 
 2.45928000e-03  2.50025307e+00  1.12945605e+00  3.35748104e-01  3.36471350e+00  3.36471350e+00 
 2.46028000e-03  2.50024699e+00  1.12944996e+00  3.35742496e-01  3.36474079e+00  3.36474079e+00 
 2.46128000e-03  2.50024089e+00  1.12944386e+00  3.35736878e-01  3.36476812e+00  3.36476812e+00 
 2.46228000e-03  2.50023479e+00  1.12943776e+00  3.35731253e-01  3.36479549e+00  3.36479549e+00 
 2.46328000e-03  2.50022868e+00  1.12943164e+00  3.35725618e-01  3.36482290e+00  3.36482290e+00 
 2.46428000e-03  2.50022256e+00  1.12942552e+00  3.35719976e-01  3.36485035e+00  3.36485035e+00 
 2.46528000e-03  2.50021643e+00  1.12941938e+00  3.35714325e-01  3.36487784e+00  3.36487784e+00 
 2.46628000e-03  2.50021029e+00  1.12941324e+00  3.35708667e-01  3.36490537e+00  3.36490537e+00 
 2.46728000e-03  2.50020414e+00  1.12940709e+00  3.35703001e-01  3.36493293e+00  3.36493293e+00 
 2.46828000e-03  2.50019799e+00  1.12940093e+00  3.35697327e-01  3.36496053e+00  3.36496053e+00 
 2.46928000e-03  2.50019182e+00  1.12939477e+00  3.35691647e-01  3.36498817e+00  3.36498817e+00 
 2.47028000e-03  2.50018565e+00  1.12938860e+00  3.35685960e-01  3.36501584e+00  3.36501584e+00 
