 time            v(vin)          v(b1_base)      v(b1_emitter)   v(b1_collector) v(b1_out)      
 4.11228000e-03  2.50064840e+00  1.12985535e+00  3.36116013e-01  3.36292371e+00  3.36292371e+00 
 4.11328000e-03  2.50065317e+00  1.12986011e+00  3.36120401e-01  3.36290237e+00  3.36290237e+00 
 4.11428000e-03  2.50065791e+00  1.12986484e+00  3.36124764e-01  3.36288114e+00  3.36288114e+00 
 4.11528000e-03  2.50066263e+00  1.12986955e+00  3.36129103e-01  3.36286003e+00  3.36286003e+00 
 4.11628000e-03  2.50066732e+00  1.12987424e+00  3.36133418e-01  3.36283904e+00  3.36283904e+00 
 4.11728000e-03  2.50067199e+00  1.12987889e+00  3.36137709e-01  3.36281816e+00  3.36281816e+00 
 4.11828000e-03  2.50067663e+00  1.12988352e+00  3.36141976e-01  3.36279740e+00  3.36279740e+00 
 4.11928000e-03  2.50068124e+00  1.12988813e+00  3.36146217e-01  3.36277677e+00  3.36277677e+00 
 4.12028000e-03  2.50068583e+00  1.12989270e+00  3.36150434e-01  3.36275625e+00  3.36275625e+00 
 4.12128000e-03  2.50069039e+00  1.12989725e+00  3.36154626e-01  3.36273586e+00  3.36273586e+00 
 4.12228000e-03  2.50069492e+00  1.12990177e+00  3.36158793e-01  3.36271559e+00  3.36271559e+00 
 4.12328000e-03  2.50069942e+00  1.12990627e+00  3.36162934e-01  3.36269544e+00  3.36269544e+00 
 4.12428000e-03  2.50070390e+00  1.12991074e+00  3.36167050e-01  3.36267541e+00  3.36267541e+00 
 4.12528000e-03  2.50070835e+00  1.12991517e+00  3.36171140e-01  3.36265551e+00  3.36265551e+00 
 4.12628000e-03  2.50071277e+00  1.12991959e+00  3.36175204e-01  3.36263574e+00  3.36263574e+00 
 4.12728000e-03  2.50071716e+00  1.12992397e+00  3.36179243e-01  3.36261609e+00  3.36261609e+00 
 4.12828000e-03  2.50072153e+00  1.12992832e+00  3.36183255e-01  3.36259657e+00  3.36259657e+00 
 4.12928000e-03  2.50072586e+00  1.12993265e+00  3.36187241e-01  3.36257718e+00  3.36257718e+00 
 4.13028000e-03  2.50073017e+00  1.12993695e+00  3.36191200e-01  3.36255792e+00  3.36255792e+00 
 4.13128000e-03  2.50073445e+00  1.12994121e+00  3.36195133e-01  3.36253878e+00  3.36253878e+00 
 4.13228000e-03  2.50073870e+00  1.12994545e+00  3.36199039e-01  3.36251978e+00  3.36251978e+00 
 4.13328000e-03  2.50074292e+00  1.12994966e+00  3.36202919e-01  3.36250091e+00  3.36250091e+00 
 4.13428000e-03  2.50074711e+00  1.12995384e+00  3.36206771e-01  3.36248217e+00  3.36248217e+00 
 4.13528000e-03  2.50075127e+00  1.12995799e+00  3.36210596e-01  3.36246356e+00  3.36246356e+00 
 4.13628000e-03  2.50075541e+00  1.12996212e+00  3.36214393e-01  3.36244508e+00  3.36244508e+00 
 4.13728000e-03  2.50075951e+00  1.12996621e+00  3.36218163e-01  3.36242674e+00  3.36242674e+00 
 4.13828000e-03  2.50076358e+00  1.12997027e+00  3.36221905e-01  3.36240853e+00  3.36240853e+00 
 4.13928000e-03  2.50076762e+00  1.12997430e+00  3.36225620e-01  3.36239046e+00  3.36239046e+00 
 4.14028000e-03  2.50077163e+00  1.12997830e+00  3.36229306e-01  3.36237253e+00  3.36237253e+00 
 4.14128000e-03  2.50077561e+00  1.12998227e+00  3.36232965e-01  3.36235473e+00  3.36235473e+00 
 4.14228000e-03  2.50077957e+00  1.12998621e+00  3.36236595e-01  3.36233707e+00  3.36233707e+00 
 4.14328000e-03  2.50078349e+00  1.12999012e+00  3.36240196e-01  3.36231954e+00  3.36231954e+00 
 4.14428000e-03  2.50078737e+00  1.12999400e+00  3.36243769e-01  3.36230216e+00  3.36230216e+00 
 4.14528000e-03  2.50079123e+00  1.12999784e+00  3.36247314e-01  3.36228492e+00  3.36228492e+00 
 4.14628000e-03  2.50079506e+00  1.13000166e+00  3.36250829e-01  3.36226781e+00  3.36226781e+00 
 4.14728000e-03  2.50079885e+00  1.13000544e+00  3.36254316e-01  3.36225085e+00  3.36225085e+00 
 4.14828000e-03  2.50080262e+00  1.13000919e+00  3.36257774e-01  3.36223403e+00  3.36223403e+00 
 4.14928000e-03  2.50080635e+00  1.13001292e+00  3.36261202e-01  3.36221735e+00  3.36221735e+00 
 4.15028000e-03  2.50081005e+00  1.13001660e+00  3.36264601e-01  3.36220081e+00  3.36220081e+00 
 4.15128000e-03  2.50081372e+00  1.13002026e+00  3.36267970e-01  3.36218442e+00  3.36218442e+00 
 4.15228000e-03  2.50081735e+00  1.13002388e+00  3.36271310e-01  3.36216817e+00  3.36216817e+00 
 4.15328000e-03  2.50082096e+00  1.13002748e+00  3.36274620e-01  3.36215207e+00  3.36215207e+00 
 4.15428000e-03  2.50082453e+00  1.13003104e+00  3.36277900e-01  3.36213611e+00  3.36213611e+00 
 4.15528000e-03  2.50082807e+00  1.13003456e+00  3.36281150e-01  3.36212030e+00  3.36212030e+00 
 4.15628000e-03  2.50083157e+00  1.13003806e+00  3.36284370e-01  3.36210463e+00  3.36210463e+00 
 4.15728000e-03  2.50083505e+00  1.13004152e+00  3.36287560e-01  3.36208911e+00  3.36208911e+00 
 4.15828000e-03  2.50083849e+00  1.13004495e+00  3.36290719e-01  3.36207374e+00  3.36207374e+00 
 4.15928000e-03  2.50084190e+00  1.13004834e+00  3.36293847e-01  3.36205852e+00  3.36205852e+00 
 4.16028000e-03  2.50084527e+00  1.13005171e+00  3.36296945e-01  3.36204345e+00  3.36204345e+00 
 4.16128000e-03  2.50084861e+00  1.13005503e+00  3.36300012e-01  3.36202853e+00  3.36202853e+00 
 4.16228000e-03  2.50085192e+00  1.13005833e+00  3.36303049e-01  3.36201376e+00  3.36201376e+00 
 4.16328000e-03  2.50085519e+00  1.13006159e+00  3.36306054e-01  3.36199914e+00  3.36199914e+00 
 4.16428000e-03  2.50085843e+00  1.13006482e+00  3.36309028e-01  3.36198467e+00  3.36198467e+00 
 4.16528000e-03  2.50086164e+00  1.13006801e+00  3.36311971e-01  3.36197035e+00  3.36197035e+00 
 4.16628000e-03  2.50086481e+00  1.13007117e+00  3.36314882e-01  3.36195619e+00  3.36195619e+00 
 4.16728000e-03  2.50086795e+00  1.13007430e+00  3.36317762e-01  3.36194217e+00  3.36194217e+00 
 4.16828000e-03  2.50087105e+00  1.13007739e+00  3.36320610e-01  3.36192832e+00  3.36192832e+00 
 4.16928000e-03  2.50087412e+00  1.13008044e+00  3.36323427e-01  3.36191461e+00  3.36191461e+00 
 4.17028000e-03  2.50087715e+00  1.13008347e+00  3.36326211e-01  3.36190106e+00  3.36190106e+00 
 4.17128000e-03  2.50088015e+00  1.13008645e+00  3.36328964e-01  3.36188767e+00  3.36188767e+00 
 4.17228000e-03  2.50088312e+00  1.13008941e+00  3.36331685e-01  3.36187444e+00  3.36187444e+00 
 4.17328000e-03  2.50088605e+00  1.13009232e+00  3.36334374e-01  3.36186135e+00  3.36186135e+00 
 4.17428000e-03  2.50088894e+00  1.13009521e+00  3.36337030e-01  3.36184843e+00  3.36184843e+00 
 4.17528000e-03  2.50089180e+00  1.13009805e+00  3.36339654e-01  3.36183567e+00  3.36183567e+00 
 4.17628000e-03  2.50089463e+00  1.13010087e+00  3.36342245e-01  3.36182306e+00  3.36182306e+00 
 4.17728000e-03  2.50089742e+00  1.13010364e+00  3.36344804e-01  3.36181061e+00  3.36181061e+00 
 4.17828000e-03  2.50090017e+00  1.13010638e+00  3.36347330e-01  3.36179832e+00  3.36179832e+00 
 4.17928000e-03  2.50090289e+00  1.13010909e+00  3.36349824e-01  3.36178619e+00  3.36178619e+00 
 4.18028000e-03  2.50090557e+00  1.13011176e+00  3.36352284e-01  3.36177422e+00  3.36177422e+00 
 4.18128000e-03  2.50090822e+00  1.13011440e+00  3.36354712e-01  3.36176241e+00  3.36176241e+00 
 4.18228000e-03  2.50091083e+00  1.13011699e+00  3.36357106e-01  3.36175076e+00  3.36175076e+00 
 4.18328000e-03  2.50091341e+00  1.13011956e+00  3.36359467e-01  3.36173927e+00  3.36173927e+00 
 4.18428000e-03  2.50091595e+00  1.13012208e+00  3.36361795e-01  3.36172794e+00  3.36172794e+00 
 4.18528000e-03  2.50091845e+00  1.13012457e+00  3.36364090e-01  3.36171678e+00  3.36171678e+00 
 4.18628000e-03  2.50092092e+00  1.13012703e+00  3.36366351e-01  3.36170577e+00  3.36170577e+00 
 4.18728000e-03  2.50092335e+00  1.13012944e+00  3.36368579e-01  3.36169494e+00  3.36169494e+00 
 4.18828000e-03  2.50092574e+00  1.13013183e+00  3.36370773e-01  3.36168426e+00  3.36168426e+00 
 4.18928000e-03  2.50092810e+00  1.13013417e+00  3.36372934e-01  3.36167375e+00  3.36167375e+00 
 4.19028000e-03  2.50093042e+00  1.13013648e+00  3.36375060e-01  3.36166340e+00  3.36166340e+00 
 4.19128000e-03  2.50093271e+00  1.13013875e+00  3.36377153e-01  3.36165322e+00  3.36165322e+00 
 4.19228000e-03  2.50093495e+00  1.13014098e+00  3.36379212e-01  3.36164321e+00  3.36164321e+00 
 4.19328000e-03  2.50093717e+00  1.13014318e+00  3.36381236e-01  3.36163336e+00  3.36163336e+00 
 4.19428000e-03  2.50093934e+00  1.13014534e+00  3.36383227e-01  3.36162367e+00  3.36162367e+00 
 4.19528000e-03  2.50094148e+00  1.13014746e+00  3.36385183e-01  3.36161415e+00  3.36161415e+00 
 4.19628000e-03  2.50094357e+00  1.13014955e+00  3.36387106e-01  3.36160480e+00  3.36160480e+00 
 4.19728000e-03  2.50094564e+00  1.13015160e+00  3.36388993e-01  3.36159562e+00  3.36159562e+00 
 4.19828000e-03  2.50094766e+00  1.13015361e+00  3.36390847e-01  3.36158660e+00  3.36158660e+00 
 4.19928000e-03  2.50094965e+00  1.13015558e+00  3.36392665e-01  3.36157775e+00  3.36157775e+00 
 4.20028000e-03  2.50095160e+00  1.13015752e+00  3.36394450e-01  3.36156907e+00  3.36156907e+00 
 4.20128000e-03  2.50095351e+00  1.13015942e+00  3.36396199e-01  3.36156056e+00  3.36156056e+00 
 4.20228000e-03  2.50095539e+00  1.13016128e+00  3.36397914e-01  3.36155221e+00  3.36155221e+00 
 4.20328000e-03  2.50095722e+00  1.13016310e+00  3.36399594e-01  3.36154404e+00  3.36154404e+00 
 4.20428000e-03  2.50095902e+00  1.13016489e+00  3.36401240e-01  3.36153603e+00  3.36153603e+00 
 4.20528000e-03  2.50096078e+00  1.13016664e+00  3.36402850e-01  3.36152820e+00  3.36152820e+00 
 4.20628000e-03  2.50096251e+00  1.13016835e+00  3.36404426e-01  3.36152053e+00  3.36152053e+00 
 4.20728000e-03  2.50096419e+00  1.13017002e+00  3.36405966e-01  3.36151304e+00  3.36151304e+00 
 4.20828000e-03  2.50096584e+00  1.13017165e+00  3.36407471e-01  3.36150571e+00  3.36150571e+00 
 4.20928000e-03  2.50096745e+00  1.13017325e+00  3.36408941e-01  3.36149856e+00  3.36149856e+00 
 4.21028000e-03  2.50096902e+00  1.13017480e+00  3.36410376e-01  3.36149158e+00  3.36149158e+00 
 4.21128000e-03  2.50097055e+00  1.13017632e+00  3.36411776e-01  3.36148477e+00  3.36148477e+00 
 4.21228000e-03  2.50097205e+00  1.13017780e+00  3.36413140e-01  3.36147813e+00  3.36147813e+00 
 4.21328000e-03  2.50097350e+00  1.13017925e+00  3.36414469e-01  3.36147167e+00  3.36147167e+00 
 4.21428000e-03  2.50097492e+00  1.13018065e+00  3.36415763e-01  3.36146537e+00  3.36146537e+00 
 4.21528000e-03  2.50097630e+00  1.13018201e+00  3.36417021e-01  3.36145925e+00  3.36145925e+00 
 4.21628000e-03  2.50097764e+00  1.13018334e+00  3.36418243e-01  3.36145331e+00  3.36145331e+00 
 4.21728000e-03  2.50097894e+00  1.13018463e+00  3.36419430e-01  3.36144753e+00  3.36144753e+00 
 4.21828000e-03  2.50098020e+00  1.13018588e+00  3.36420581e-01  3.36144193e+00  3.36144193e+00 
 4.21928000e-03  2.50098143e+00  1.13018709e+00  3.36421697e-01  3.36143650e+00  3.36143650e+00 
 4.22028000e-03  2.50098262e+00  1.13018826e+00  3.36422777e-01  3.36143125e+00  3.36143125e+00 
 4.22128000e-03  2.50098376e+00  1.13018939e+00  3.36423821e-01  3.36142617e+00  3.36142617e+00 
 4.22228000e-03  2.50098487e+00  1.13019049e+00  3.36424829e-01  3.36142126e+00  3.36142126e+00 
 4.22328000e-03  2.50098594e+00  1.13019154e+00  3.36425802e-01  3.36141653e+00  3.36141653e+00 
 4.22428000e-03  2.50098697e+00  1.13019256e+00  3.36426738e-01  3.36141197e+00  3.36141197e+00 
 4.22528000e-03  2.50098796e+00  1.13019354e+00  3.36427639e-01  3.36140759e+00  3.36140759e+00 
 4.22628000e-03  2.50098891e+00  1.13019448e+00  3.36428504e-01  3.36140338e+00  3.36140338e+00 
 4.22728000e-03  2.50098983e+00  1.13019537e+00  3.36429332e-01  3.36139935e+00  3.36139935e+00 
 4.22828000e-03  2.50099070e+00  1.13019624e+00  3.36430125e-01  3.36139549e+00  3.36139549e+00 
 4.22928000e-03  2.50099154e+00  1.13019706e+00  3.36430882e-01  3.36139181e+00  3.36139181e+00 
 4.23028000e-03  2.50099233e+00  1.13019784e+00  3.36431602e-01  3.36138831e+00  3.36138831e+00 
 4.23128000e-03  2.50099309e+00  1.13019858e+00  3.36432287e-01  3.36138498e+00  3.36138498e+00 
 4.23228000e-03  2.50099381e+00  1.13019928e+00  3.36432935e-01  3.36138182e+00  3.36138182e+00 
 4.23328000e-03  2.50099449e+00  1.13019995e+00  3.36433547e-01  3.36137884e+00  3.36137884e+00 
 4.23428000e-03  2.50099513e+00  1.13020057e+00  3.36434123e-01  3.36137604e+00  3.36137604e+00 
 4.23528000e-03  2.50099573e+00  1.13020116e+00  3.36434663e-01  3.36137341e+00  3.36137341e+00 
 4.23628000e-03  2.50099629e+00  1.13020171e+00  3.36435167e-01  3.36137096e+00  3.36137096e+00 
 4.23728000e-03  2.50099681e+00  1.13020221e+00  3.36435634e-01  3.36136869e+00  3.36136869e+00 
 4.23828000e-03  2.50099729e+00  1.13020268e+00  3.36436065e-01  3.36136659e+00  3.36136659e+00 
 4.23928000e-03  2.50099773e+00  1.13020311e+00  3.36436460e-01  3.36136467e+00  3.36136467e+00 
 4.24028000e-03  2.50099814e+00  1.13020350e+00  3.36436818e-01  3.36136293e+00  3.36136293e+00 
 4.24128000e-03  2.50099850e+00  1.13020385e+00  3.36437140e-01  3.36136136e+00  3.36136136e+00 
 4.24228000e-03  2.50099882e+00  1.13020416e+00  3.36437426e-01  3.36135997e+00  3.36135997e+00 
 4.24328000e-03  2.50099911e+00  1.13020443e+00  3.36437676e-01  3.36135875e+00  3.36135875e+00 
 4.24428000e-03  2.50099935e+00  1.13020466e+00  3.36437889e-01  3.36135772e+00  3.36135772e+00 
 4.24528000e-03  2.50099956e+00  1.13020485e+00  3.36438065e-01  3.36135686e+00  3.36135686e+00 
 4.24628000e-03  2.50099973e+00  1.13020500e+00  3.36438206e-01  3.36135617e+00  3.36135617e+00 
 4.24728000e-03  2.50099985e+00  1.13020512e+00  3.36438310e-01  3.36135567e+00  3.36135567e+00 
 4.24828000e-03  2.50099994e+00  1.13020519e+00  3.36438377e-01  3.36135534e+00  3.36135534e+00 
 4.24928000e-03  2.50099999e+00  1.13020522e+00  3.36438409e-01  3.36135518e+00  3.36135518e+00 
 4.25028000e-03  2.50100000e+00  1.13020522e+00  3.36438404e-01  3.36135521e+00  3.36135521e+00 
 4.25128000e-03  2.50099997e+00  1.13020517e+00  3.36438362e-01  3.36135541e+00  3.36135541e+00 
 4.25228000e-03  2.50099990e+00  1.13020509e+00  3.36438284e-01  3.36135579e+00  3.36135579e+00 
 4.25328000e-03  2.50099979e+00  1.13020497e+00  3.36438170e-01  3.36135634e+00  3.36135634e+00 
 4.25428000e-03  2.50099964e+00  1.13020480e+00  3.36438019e-01  3.36135708e+00  3.36135708e+00 
 4.25528000e-03  2.50099945e+00  1.13020460e+00  3.36437832e-01  3.36135799e+00  3.36135799e+00 
 4.25628000e-03  2.50099922e+00  1.13020436e+00  3.36437609e-01  3.36135907e+00  3.36135907e+00 
 4.25728000e-03  2.50099895e+00  1.13020407e+00  3.36437349e-01  3.36136033e+00  3.36136033e+00 
 4.25828000e-03  2.50099865e+00  1.13020375e+00  3.36437053e-01  3.36136177e+00  3.36136177e+00 
 4.25928000e-03  2.50099830e+00  1.13020339e+00  3.36436721e-01  3.36136339e+00  3.36136339e+00 
 4.26028000e-03  2.50099791e+00  1.13020299e+00  3.36436352e-01  3.36136518e+00  3.36136518e+00 
 4.26128000e-03  2.50099749e+00  1.13020255e+00  3.36435947e-01  3.36136715e+00  3.36136715e+00 
 4.26228000e-03  2.50099702e+00  1.13020207e+00  3.36435506e-01  3.36136930e+00  3.36136930e+00 
 4.26328000e-03  2.50099652e+00  1.13020156e+00  3.36435029e-01  3.36137162e+00  3.36137162e+00 
 4.26428000e-03  2.50099598e+00  1.13020100e+00  3.36434515e-01  3.36137412e+00  3.36137412e+00 
 4.26528000e-03  2.50099539e+00  1.13020040e+00  3.36433965e-01  3.36137680e+00  3.36137680e+00 
 4.26628000e-03  2.50099477e+00  1.13019977e+00  3.36433379e-01  3.36137965e+00  3.36137965e+00 
 4.26728000e-03  2.50099411e+00  1.13019909e+00  3.36432756e-01  3.36138267e+00  3.36138267e+00 
 4.26828000e-03  2.50099341e+00  1.13019838e+00  3.36432098e-01  3.36138588e+00  3.36138588e+00 
 4.26928000e-03  2.50099267e+00  1.13019762e+00  3.36431403e-01  3.36138926e+00  3.36138926e+00 
 4.27028000e-03  2.50099189e+00  1.13019683e+00  3.36430673e-01  3.36139281e+00  3.36139281e+00 
 4.27128000e-03  2.50099107e+00  1.13019600e+00  3.36429906e-01  3.36139654e+00  3.36139654e+00 
 4.27228000e-03  2.50099022e+00  1.13019513e+00  3.36429103e-01  3.36140045e+00  3.36140045e+00 
 4.27328000e-03  2.50098932e+00  1.13019422e+00  3.36428264e-01  3.36140453e+00  3.36140453e+00 
 4.27428000e-03  2.50098839e+00  1.13019327e+00  3.36427389e-01  3.36140878e+00  3.36140878e+00 
 4.27528000e-03  2.50098741e+00  1.13019228e+00  3.36426478e-01  3.36141321e+00  3.36141321e+00 
 4.27628000e-03  2.50098640e+00  1.13019125e+00  3.36425532e-01  3.36141782e+00  3.36141782e+00 
 4.27728000e-03  2.50098535e+00  1.13019018e+00  3.36424549e-01  3.36142260e+00  3.36142260e+00 
 4.27828000e-03  2.50098425e+00  1.13018908e+00  3.36423531e-01  3.36142755e+00  3.36142755e+00 
 4.27928000e-03  2.50098312e+00  1.13018793e+00  3.36422477e-01  3.36143268e+00  3.36143268e+00 
 4.28028000e-03  2.50098196e+00  1.13018675e+00  3.36421387e-01  3.36143798e+00  3.36143798e+00 
 4.28128000e-03  2.50098075e+00  1.13018553e+00  3.36420261e-01  3.36144346e+00  3.36144346e+00 
 4.28228000e-03  2.50097950e+00  1.13018427e+00  3.36419100e-01  3.36144911e+00  3.36144911e+00 
 4.28328000e-03  2.50097822e+00  1.13018297e+00  3.36417903e-01  3.36145493e+00  3.36145493e+00 
 4.28428000e-03  2.50097689e+00  1.13018163e+00  3.36416670e-01  3.36146093e+00  3.36146093e+00 
 4.28528000e-03  2.50097553e+00  1.13018026e+00  3.36415402e-01  3.36146710e+00  3.36146710e+00 
 4.28628000e-03  2.50097413e+00  1.13017884e+00  3.36414099e-01  3.36147344e+00  3.36147344e+00 
 4.28728000e-03  2.50097269e+00  1.13017739e+00  3.36412760e-01  3.36147995e+00  3.36147995e+00 
 4.28828000e-03  2.50097121e+00  1.13017590e+00  3.36411386e-01  3.36148664e+00  3.36148664e+00 
 4.28928000e-03  2.50096970e+00  1.13017437e+00  3.36409976e-01  3.36149349e+00  3.36149349e+00 
 4.29028000e-03  2.50096814e+00  1.13017280e+00  3.36408531e-01  3.36150052e+00  3.36150052e+00 
 4.29128000e-03  2.50096655e+00  1.13017120e+00  3.36407051e-01  3.36150772e+00  3.36150772e+00 
 4.29228000e-03  2.50096492e+00  1.13016955e+00  3.36405536e-01  3.36151509e+00  3.36151509e+00 
 4.29328000e-03  2.50096325e+00  1.13016787e+00  3.36403986e-01  3.36152263e+00  3.36152263e+00 
 4.29428000e-03  2.50096155e+00  1.13016615e+00  3.36402401e-01  3.36153035e+00  3.36153035e+00 
 4.29528000e-03  2.50095980e+00  1.13016439e+00  3.36400781e-01  3.36153823e+00  3.36153823e+00 
 4.29628000e-03  2.50095802e+00  1.13016259e+00  3.36399125e-01  3.36154628e+00  3.36154628e+00 
 4.29728000e-03  2.50095620e+00  1.13016076e+00  3.36397435e-01  3.36155450e+00  3.36155450e+00 
 4.29828000e-03  2.50095434e+00  1.13015889e+00  3.36395711e-01  3.36156289e+00  3.36156289e+00 
 4.29928000e-03  2.50095244e+00  1.13015698e+00  3.36393951e-01  3.36157145e+00  3.36157145e+00 
 4.30028000e-03  2.50095051e+00  1.13015503e+00  3.36392157e-01  3.36158018e+00  3.36158018e+00 
 4.30128000e-03  2.50094854e+00  1.13015305e+00  3.36390329e-01  3.36158907e+00  3.36158907e+00 
 4.30228000e-03  2.50094653e+00  1.13015103e+00  3.36388466e-01  3.36159814e+00  3.36159814e+00 
 4.30328000e-03  2.50094449e+00  1.13014897e+00  3.36386568e-01  3.36160737e+00  3.36160737e+00 
 4.30428000e-03  2.50094240e+00  1.13014687e+00  3.36384637e-01  3.36161677e+00  3.36161677e+00 
 4.30528000e-03  2.50094028e+00  1.13014474e+00  3.36382671e-01  3.36162633e+00  3.36162633e+00 
 4.30628000e-03  2.50093813e+00  1.13014257e+00  3.36380670e-01  3.36163606e+00  3.36163606e+00 
 4.30728000e-03  2.50093593e+00  1.13014036e+00  3.36378636e-01  3.36164596e+00  3.36164596e+00 
 4.30828000e-03  2.50093370e+00  1.13013811e+00  3.36376568e-01  3.36165602e+00  3.36165602e+00 
 4.30928000e-03  2.50093143e+00  1.13013583e+00  3.36374466e-01  3.36166625e+00  3.36166625e+00 
 4.31028000e-03  2.50092913e+00  1.13013351e+00  3.36372329e-01  3.36167664e+00  3.36167664e+00 
 4.31128000e-03  2.50092679e+00  1.13013116e+00  3.36370160e-01  3.36168719e+00  3.36168719e+00 
 4.31228000e-03  2.50092441e+00  1.13012877e+00  3.36367956e-01  3.36169791e+00  3.36169791e+00 
 4.31328000e-03  2.50092199e+00  1.13012634e+00  3.36365719e-01  3.36170880e+00  3.36170880e+00 
 4.31428000e-03  2.50091954e+00  1.13012388e+00  3.36363448e-01  3.36171984e+00  3.36171984e+00 
 4.31528000e-03  2.50091705e+00  1.13012138e+00  3.36361144e-01  3.36173105e+00  3.36173105e+00 
 4.31628000e-03  2.50091453e+00  1.13011884e+00  3.36358807e-01  3.36174242e+00  3.36174242e+00 
 4.31728000e-03  2.50091197e+00  1.13011627e+00  3.36356436e-01  3.36175396e+00  3.36175396e+00 
 4.31828000e-03  2.50090938e+00  1.13011366e+00  3.36354032e-01  3.36176565e+00  3.36176565e+00 
 4.31928000e-03  2.50090674e+00  1.13011101e+00  3.36351595e-01  3.36177751e+00  3.36177751e+00 
 4.32028000e-03  2.50090408e+00  1.13010833e+00  3.36349126e-01  3.36178952e+00  3.36178952e+00 
 4.32128000e-03  2.50090137e+00  1.13010562e+00  3.36346623e-01  3.36180170e+00  3.36180170e+00 
 4.32228000e-03  2.50089863e+00  1.13010287e+00  3.36344088e-01  3.36181403e+00  3.36181403e+00 
 4.32328000e-03  2.50089586e+00  1.13010008e+00  3.36341520e-01  3.36182652e+00  3.36182652e+00 
 4.32428000e-03  2.50089305e+00  1.13009726e+00  3.36338919e-01  3.36183918e+00  3.36183918e+00 
 4.32528000e-03  2.50089021e+00  1.13009440e+00  3.36336286e-01  3.36185199e+00  3.36185199e+00 
 4.32628000e-03  2.50088733e+00  1.13009151e+00  3.36333621e-01  3.36186495e+00  3.36186495e+00 
 4.32728000e-03  2.50088441e+00  1.13008858e+00  3.36330923e-01  3.36187808e+00  3.36187808e+00 
 4.32828000e-03  2.50088146e+00  1.13008562e+00  3.36328193e-01  3.36189136e+00  3.36189136e+00 
 4.32928000e-03  2.50087848e+00  1.13008262e+00  3.36325432e-01  3.36190479e+00  3.36190479e+00 
 4.33028000e-03  2.50087546e+00  1.13007959e+00  3.36322638e-01  3.36191838e+00  3.36191838e+00 
 4.33128000e-03  2.50087240e+00  1.13007652e+00  3.36319812e-01  3.36193213e+00  3.36193213e+00 
 4.33228000e-03  2.50086932e+00  1.13007342e+00  3.36316955e-01  3.36194603e+00  3.36194603e+00 
 4.33328000e-03  2.50086619e+00  1.13007029e+00  3.36314066e-01  3.36196008e+00  3.36196008e+00 
 4.33428000e-03  2.50086304e+00  1.13006712e+00  3.36311146e-01  3.36197429e+00  3.36197429e+00 
 4.33528000e-03  2.50085985e+00  1.13006391e+00  3.36308195e-01  3.36198865e+00  3.36198865e+00 
 4.33628000e-03  2.50085662e+00  1.13006068e+00  3.36305212e-01  3.36200316e+00  3.36200316e+00 
 4.33728000e-03  2.50085336e+00  1.13005741e+00  3.36302198e-01  3.36201782e+00  3.36201782e+00 
 4.33828000e-03  2.50085007e+00  1.13005410e+00  3.36299153e-01  3.36203264e+00  3.36203264e+00 
 4.33928000e-03  2.50084674e+00  1.13005076e+00  3.36296077e-01  3.36204760e+00  3.36204760e+00 
 4.34028000e-03  2.50084338e+00  1.13004739e+00  3.36292971e-01  3.36206271e+00  3.36206271e+00 
 4.34128000e-03  2.50083999e+00  1.13004399e+00  3.36289833e-01  3.36207797e+00  3.36207797e+00 
 4.34228000e-03  2.50083657e+00  1.13004055e+00  3.36286666e-01  3.36209339e+00  3.36209339e+00 
 4.34328000e-03  2.50083311e+00  1.13003708e+00  3.36283468e-01  3.36210894e+00  3.36210894e+00 
 4.34428000e-03  2.50082961e+00  1.13003358e+00  3.36280239e-01  3.36212465e+00  3.36212465e+00 
 4.34528000e-03  2.50082609e+00  1.13003004e+00  3.36276981e-01  3.36214050e+00  3.36214050e+00 
 4.34628000e-03  2.50082253e+00  1.13002647e+00  3.36273692e-01  3.36215650e+00  3.36215650e+00 
 4.34728000e-03  2.50081894e+00  1.13002287e+00  3.36270374e-01  3.36217264e+00  3.36217264e+00 
 4.34828000e-03  2.50081532e+00  1.13001924e+00  3.36267026e-01  3.36218893e+00  3.36218893e+00 
 4.34928000e-03  2.50081167e+00  1.13001557e+00  3.36263648e-01  3.36220536e+00  3.36220536e+00 
 4.35028000e-03  2.50080798e+00  1.13001187e+00  3.36260241e-01  3.36222194e+00  3.36222194e+00 
 4.35128000e-03  2.50080426e+00  1.13000814e+00  3.36256804e-01  3.36223866e+00  3.36223866e+00 
 4.35228000e-03  2.50080051e+00  1.13000438e+00  3.36253339e-01  3.36225552e+00  3.36225552e+00 
 4.35328000e-03  2.50079673e+00  1.13000059e+00  3.36249844e-01  3.36227252e+00  3.36227252e+00 
 4.35428000e-03  2.50079292e+00  1.12999676e+00  3.36246320e-01  3.36228966e+00  3.36228966e+00 
 4.35528000e-03  2.50078908e+00  1.12999291e+00  3.36242768e-01  3.36230695e+00  3.36230695e+00 
 4.35628000e-03  2.50078520e+00  1.12998902e+00  3.36239187e-01  3.36232437e+00  3.36232437e+00 
 4.35728000e-03  2.50078129e+00  1.12998511e+00  3.36235577e-01  3.36234193e+00  3.36234193e+00 
 4.35828000e-03  2.50077736e+00  1.12998116e+00  3.36231939e-01  3.36235963e+00  3.36235963e+00 
 4.35928000e-03  2.50077339e+00  1.12997718e+00  3.36228273e-01  3.36237747e+00  3.36237747e+00 
 4.36028000e-03  2.50076939e+00  1.12997317e+00  3.36224578e-01  3.36239544e+00  3.36239544e+00 
