 frequency       onoise_spectrum inoise_spectrum
 8.17523038e+03  3.21041019e-06  3.58464338e-08 
 8.41395142e+03  3.17327522e-06  3.55522884e-08 
 8.65964323e+03  3.13628536e-06  3.52642099e-08 
 8.91250938e+03  3.09941399e-06  3.49821073e-08 
 9.17275935e+03  3.06263413e-06  3.47058910e-08 
 9.44060876e+03  3.02591847e-06  3.44354725e-08 
 9.71627952e+03  2.98923939e-06  3.41707640e-08 
 1.00000000e+04  2.95256902e-06  3.39116789e-08 
 1.02920053e+04  2.91587926e-06  3.36581319e-08 
 1.05925373e+04  2.87914185e-06  3.34100383e-08 
 1.09018449e+04  2.84232845e-06  3.31673147e-08 
 1.12201845e+04  2.80541064e-06  3.29298789e-08 
 1.15478198e+04  2.76836010e-06  3.26976496e-08 
 1.18850223e+04  2.73114861e-06  3.24705466e-08 
 1.22320712e+04  2.69374822e-06  3.22484910e-08 
 1.25892541e+04  2.65613130e-06  3.20314049e-08 
 1.29568670e+04  2.61827071e-06  3.18192115e-08 
 1.33352143e+04  2.58013993e-06  3.16118353e-08 
 1.37246096e+04  2.54171317e-06  3.14092020e-08 
 1.41253754e+04  2.50296558e-06  3.12112384e-08 
 1.45378439e+04  2.46387337e-06  3.10178729e-08 
 1.49623566e+04  2.42441404e-06  3.08290347e-08 
 1.53992653e+04  2.38456656e-06  3.06446546e-08 
 1.58489319e+04  2.34431153e-06  3.04646649e-08 
 1.63117291e+04  2.30363150e-06  3.02889989e-08 
 1.67880402e+04  2.26251106e-06  3.01175916e-08 
 1.72782598e+04  2.22093720e-06  2.99503793e-08 
 1.77827941e+04  2.17889946e-06  2.97873001e-08 
 1.83020611e+04  2.13639021e-06  2.96282933e-08 
 1.88364909e+04  2.09340489e-06  2.94733000e-08 
 1.93865264e+04  2.04994221e-06  2.93222629e-08 
 1.99526231e+04  2.00600447e-06  2.91751264e-08 
