 time            v(vin)          v(b3_collector) v(vout_drv)     v(vout_final)   i(vdd)         
 1.10640000e-03  2.50061983e+00  3.77885699e+00  2.44924669e+00  2.45119022e+00 -3.35331402e-05 
 1.11140000e-03  2.50064418e+00  3.77639510e+00  2.44680415e+00  2.44870841e+00 -3.35509948e-05 
 1.11640000e-03  2.50066788e+00  3.77398704e+00  2.44441537e+00  2.44627848e+00 -3.35684672e-05 
 1.12140000e-03  2.50069093e+00  3.77163521e+00  2.44208276e+00  2.44390284e+00 -3.35855400e-05 
 1.12640000e-03  2.50071330e+00  3.76934195e+00  2.43980863e+00  2.44158387e+00 -3.36021961e-05 
 1.13140000e-03  2.50073496e+00  3.76710958e+00  2.43759526e+00  2.43932389e+00 -3.36184188e-05 
 1.13640000e-03  2.50075590e+00  3.76494030e+00  2.43544487e+00  2.43712516e+00 -3.36341917e-05 
 1.14140000e-03  2.50077609e+00  3.76283631e+00  2.43335960e+00  2.43498987e+00 -3.36494991e-05 
 1.14640000e-03  2.50079552e+00  3.76079969e+00  2.43134155e+00  2.43292016e+00 -3.36643256e-05 
 1.15140000e-03  2.50081416e+00  3.75883249e+00  2.42939273e+00  2.43091810e+00 -3.36786563e-05 
 1.15640000e-03  2.50083199e+00  3.75693668e+00  2.42751508e+00  2.42898570e+00 -3.36924768e-05 
 1.16140000e-03  2.50084901e+00  3.75511415e+00  2.42571050e+00  2.42712489e+00 -3.37057732e-05 
