 frequency       onoise_spectrum inoise_spectrum
 1.33352143e+04  2.65142073e-06  3.16111275e-08 
 1.37246096e+04  2.61620119e-06  3.14084816e-08 
 1.41253754e+04  2.58077849e-06  3.12105049e-08 
 1.45378439e+04  2.54512991e-06  3.10171255e-08 
 1.49623566e+04  2.50923355e-06  3.08282728e-08 
 1.53992653e+04  2.47306851e-06  3.06438775e-08 
 1.58489319e+04  2.43661501e-06  3.04638716e-08 
 1.63117291e+04  2.39985453e-06  3.02881886e-08 
 1.67880402e+04  2.36277000e-06  3.01167634e-08 
 1.72782598e+04  2.32534594e-06  2.99495322e-08 
 1.77827941e+04  2.28756866e-06  2.97864328e-08 
 1.83020611e+04  2.24942637e-06  2.96274047e-08 
 1.88364909e+04  2.21090942e-06  2.94723887e-08 
 1.93865264e+04  2.17201043e-06  2.93213274e-08 
 1.99526231e+04  2.13272447e-06  2.91741651e-08 
