 time            v(vin)          v(b1_collector) v(b2_collector) v(vout_drv)     v(vfilt1)       v(vout_final)   i(vdd)         
 5.66400000e-04  2.49959479e+00  4.55251831e+00  4.52513969e+00  2.47509765e+00  2.47753251e+00  2.47877212e+00 -2.17713853e-05 
 5.71400000e-04  2.49956628e+00  4.55270910e+00  4.52336269e+00  2.47332237e+00  2.47573147e+00  2.47695845e+00 -2.17873907e-05 
 5.76400000e-04  2.49953819e+00  4.55289694e+00  4.52160890e+00  2.47157041e+00  2.47395124e+00  2.47516430e+00 -2.18031916e-05 
 5.81400000e-04  2.49951056e+00  4.55308166e+00  4.51988016e+00  2.46984362e+00  2.47219369e+00  2.47339156e+00 -2.18187712e-05 
 5.86400000e-04  2.49948341e+00  4.55326309e+00  4.51817829e+00  2.46814383e+00  2.47046066e+00  2.47164208e+00 -2.18341128e-05 
 5.91400000e-04  2.49945677e+00  4.55344106e+00  4.51650511e+00  2.46647282e+00  2.46875397e+00  2.46991770e+00 -2.18492001e-05 
 5.96400000e-04  2.49943066e+00  4.55361538e+00  4.51486238e+00  2.46483238e+00  2.46707544e+00  2.46822025e+00 -2.18640168e-05 
 6.01400000e-04  2.49940512e+00  4.55378591e+00  4.51325186e+00  2.46322426e+00  2.46542684e+00  2.46655151e+00 -2.18785469e-05 
 6.06400000e-04  2.49938017e+00  4.55395248e+00  4.51167526e+00  2.46165017e+00  2.46380993e+00  2.46491327e+00 -2.18927746e-05 
 6.11400000e-04  2.49935582e+00  4.55411494e+00  4.51013427e+00  2.46011179e+00  2.46222642e+00  2.46330726e+00 -2.19066846e-05 
 6.16400000e-04  2.49933212e+00  4.55427312e+00  4.50863055e+00  2.45861078e+00  2.46067803e+00  2.46173520e+00 -2.19202618e-05 
 6.21400000e-04  2.49930907e+00  4.55442688e+00  4.50716571e+00  2.45714874e+00  2.45916639e+00  2.46019877e+00 -2.19334912e-05 
 6.26400000e-04  2.49928670e+00  4.55457607e+00  4.50574133e+00  2.45572727e+00  2.45769315e+00  2.45869962e+00 -2.19463584e-05 
 6.31400000e-04  2.49926504e+00  4.55472057e+00  4.50435895e+00  2.45434789e+00  2.45625988e+00  2.45723936e+00 -2.19588493e-05 
 6.36400000e-04  2.49924410e+00  4.55486023e+00  4.50302007e+00  2.45301209e+00  2.45486813e+00  2.45581956e+00 -2.19709502e-05 
 6.41400000e-04  2.49922391e+00  4.55499491e+00  4.50172612e+00  2.45172132e+00  2.45351940e+00  2.45444177e+00 -2.19826477e-05 
 6.46400000e-04  2.49920448e+00  4.55512451e+00  4.50047853e+00  2.45047699e+00  2.45221516e+00  2.45310746e+00 -2.19939289e-05 
 6.51400000e-04  2.49918584e+00  4.55524890e+00  4.49927892e+00  2.44928072e+00  2.45095692e+00  2.45181812e+00 -2.20047785e-05 
 6.56400000e-04  2.49916801e+00  4.55536796e+00  4.49812826e+00  2.44813348e+00  2.44974603e+00  2.45057520e+00 -2.20151880e-05 
 6.61400000e-04  2.49915099e+00  4.55548156e+00  4.49702758e+00  2.44703629e+00  2.44858363e+00  2.44937997e+00 -2.20251482e-05 
 6.66400000e-04  2.49913481e+00  4.55558962e+00  4.49597842e+00  2.44599070e+00  2.44747101e+00  2.44823365e+00 -2.20346445e-05 
 6.71400000e-04  2.49911949e+00  4.55569204e+00  4.49498189e+00  2.44499780e+00  2.44640946e+00  2.44713754e+00 -2.20436667e-05 
 6.76400000e-04  2.49910503e+00  4.55578871e+00  4.49403907e+00  2.44405868e+00  2.44540013e+00  2.44609284e+00 -2.20522049e-05 
 6.81400000e-04  2.49909146e+00  4.55587955e+00  4.49315100e+00  2.44317436e+00  2.44444413e+00  2.44510071e+00 -2.20602495e-05 
 6.86400000e-04  2.49907879e+00  4.55596448e+00  4.49231865e+00  2.44234584e+00  2.44354251e+00  2.44416224e+00 -2.20677915e-05 
 6.91400000e-04  2.49906702e+00  4.55604341e+00  4.49154295e+00  2.44157400e+00  2.44269628e+00  2.44327847e+00 -2.20748224e-05 
 6.96400000e-04  2.49905618e+00  4.55611628e+00  4.49082474e+00  2.44085971e+00  2.44190635e+00  2.44245037e+00 -2.20813343e-05 
 7.01400000e-04  2.49904626e+00  4.55618302e+00  4.49016481e+00  2.44020375e+00  2.44117360e+00  2.44167885e+00 -2.20873200e-05 
 7.06400000e-04  2.49903729e+00  4.55624357e+00  4.48956389e+00  2.43960684e+00  2.44049884e+00  2.44096476e+00 -2.20927728e-05 
