 frequency       onoise_spectrum inoise_spectrum
 5.62341325e+03  3.73217608e-06  4.02650818e-08 
 5.78761988e+03  3.69181712e-06  3.98833354e-08 
 5.95662144e+03  3.65195339e-06  3.95089303e-08 
 6.13055792e+03  3.61256547e-06  3.91417618e-08 
 6.30957344e+03  3.57363364e-06  3.87817265e-08 
 6.49381632e+03  3.53513789e-06  3.84287222e-08 
 6.68343918e+03  3.49705787e-06  3.80826476e-08 
 6.87859912e+03  3.45937295e-06  3.77434026e-08 
 7.07945784e+03  3.42206212e-06  3.74108880e-08 
 7.28618175e+03  3.38510406e-06  3.70850061e-08 
 7.49894209e+03  3.34847712e-06  3.67656597e-08 
 7.71791516e+03  3.31215928e-06  3.64527531e-08 
 7.94328235e+03  3.27612819e-06  3.61461914e-08 
 8.17523038e+03  3.24036113e-06  3.58458808e-08 
 8.41395142e+03  3.20483507e-06  3.55517284e-08 
 8.65964323e+03  3.16952663e-06  3.52636427e-08 
 8.91250938e+03  3.13441211e-06  3.49815327e-08 
 9.17275935e+03  3.09946747e-06  3.47053089e-08 
 9.44060876e+03  3.06466843e-06  3.44348825e-08 
 9.71627952e+03  3.02999039e-06  3.41701660e-08 
 1.00000000e+04  2.99540852e-06  3.39110727e-08 
 1.02920053e+04  2.96089779e-06  3.36575171e-08 
 1.05925373e+04  2.92643297e-06  3.34094147e-08 
 1.09018449e+04  2.89198872e-06  3.31666820e-08 
 1.12201845e+04  2.85753960e-06  3.29292368e-08 
 1.15478198e+04  2.82306015e-06  3.26969976e-08 
 1.18850223e+04  2.78852495e-06  3.24698845e-08 
 1.22320712e+04  2.75390869e-06  3.22478183e-08 
 1.25892541e+04  2.71918623e-06  3.20307211e-08 
 1.29568670e+04  2.68433272e-06  3.18185162e-08 
 1.33352143e+04  2.64932368e-06  3.16111280e-08 
 1.37246096e+04  2.61413511e-06  3.14084821e-08 
 1.41253754e+04  2.57874358e-06  3.12105054e-08 
 1.45378439e+04  2.54312638e-06  3.10171260e-08 
 1.49623566e+04  2.50726164e-06  3.08282733e-08 
 1.53992653e+04  2.47112847e-06  3.06438780e-08 
 1.58489319e+04  2.43470709e-06  3.04638721e-08 
 1.63117291e+04  2.39797900e-06  3.02881891e-08 
 1.67880402e+04  2.36092714e-06  3.01167639e-08 
 1.72782598e+04  2.32353602e-06  2.99495327e-08 
 1.77827941e+04  2.28579196e-06  2.97864334e-08 
 1.83020611e+04  2.24768317e-06  2.96274052e-08 
 1.88364909e+04  2.20920000e-06  2.94723892e-08 
 1.93865264e+04  2.17033507e-06  2.93213280e-08 
 1.99526231e+04  2.13108345e-06  2.91741657e-08 
